measure_date,rainfall,temperature,humidity,precipitation_type,loc_id
2020-01-16 06:00:00,0.0,1.8,39.0,0.0,1
2020-01-16 07:00:00,0.0,0.5,48.0,0.0,1
2020-01-16 08:00:00,0.0,-0.2,53.0,0.0,1
2020-01-16 09:00:00,0.0,-0.6,54.0,0.0,1
2020-01-16 10:00:00,0.0,-1.7,60.0,0.0,1
2020-01-16 11:00:00,0.0,-1.2,57.0,0.0,1
2020-01-16 12:00:00,0.0,-2.0,62.0,0.0,1
2020-01-16 13:00:00,0.0,-2.2,63.0,0.0,1
2020-01-16 14:00:00,0.0,-2.5,66.0,0.0,1
2020-01-16 15:00:00,0.0,-2.9,69.0,0.0,1
2020-01-16 16:00:00,0.0,-2.8,69.0,0.0,1
2020-01-16 17:00:00,0.0,-3.6,76.0,0.0,1
2020-01-16 18:00:00,0.0,-3.9,76.0,0.0,1
2020-01-16 19:00:00,0.0,-4.0,79.0,0.0,1
2020-01-16 20:00:00,0.0,-5.2,85.0,0.0,1
2020-01-16 21:00:00,0.0,-5.1,85.0,0.0,1
2020-01-16 22:00:00,0.0,-4.8,85.0,0.0,1
2020-01-16 23:00:00,0.0,-3.1,84.0,0.0,1
2020-01-17 00:00:00,0.0,-1.1,71.0,0.0,1
2020-01-17 01:00:00,0.0,0.4,61.0,0.0,1
2020-01-17 02:00:00,0.0,1.5,50.0,0.0,1
2020-01-17 03:00:00,0.0,2.7,43.0,0.0,1
2020-01-17 04:00:00,0.0,3.6,40.0,0.0,1
2020-01-17 05:00:00,0.0,3.1,44.0,0.0,1
2020-01-17 06:00:00,0.0,2.3,53.0,0.0,1
2020-01-17 07:00:00,0.0,1.0,53.0,0.0,1
2020-01-17 08:00:00,0.0,-0.3,61.0,0.0,1
2020-01-17 09:00:00,0.0,-1.6,67.0,0.0,1
2020-01-17 10:00:00,0.0,-2.2,71.0,0.0,1
2020-01-17 11:00:00,0.0,-2.5,70.0,0.0,1
2020-01-17 12:00:00,0.0,-2.8,70.0,0.0,1
2020-01-17 13:00:00,0.0,-2.3,70.0,0.0,1
2020-01-17 14:00:00,0.0,-2.5,74.0,0.0,1
2020-01-17 15:00:00,0.0,-2.4,73.0,0.0,1
2020-01-17 16:00:00,0.0,-2.7,75.0,0.0,1
2020-01-17 17:00:00,0.0,-2.6,74.0,0.0,1
2020-01-17 18:00:00,0.0,-2.7,76.0,0.0,1
2020-01-17 19:00:00,0.0,-2.6,77.0,0.0,1
2020-01-17 20:00:00,0.0,-2.9,76.0,0.0,1
2020-01-17 21:00:00,0.0,-4.7,85.0,0.0,1
